49 7776 31843
0 0     -3.326500e+02 2.620900e+02
27 4710     6.579001e+01 2.356000e+01
31 4710     -3.254001e+01 2.871002e+01
24 4711     1.039900e+02 2.182001e+01
25 4711     1.166000e+01 2.603998e+01
31 4711     -3.867001e+01 2.865997e+01
32 4711     -1.406900e+02 3.359998e+01
40 4711     -3.215800e+02 4.250000e+01
41 4711     -2.598600e+02 3.904999e+01
44 4711     -1.992200e+02 3.758002e+01
46 4711     -3.790500e+02 4.307001e+01
24 4712     2.954100e+02 1.478003e+01
25 4712     2.245600e+02 1.545001e+01
31 4712     1.863200e+02 1.703998e+01
24 4713     1.436000e+02 -1.459003e+01
27 4713     1.027700e+02 -1.433002e+01
32 4713     -8.204001e+01 -9.869995e+00
44 4713     -1.346500e+02 -7.479980e+00
24 4714     1.777700e+02 -4.002002e+01
25 4714     1.022800e+02 -3.935999e+01
27 4714     1.418500e+02 -3.985999e+01
32 4714     -1.885001e+01 -3.867999e+01
41 4714     -1.105600e+02 -3.852002e+01
46 4714     -2.008600e+02 -3.972998e+01
48 4714     -2.449200e+02 -3.926001e+01
24 4715     -8.923999e+01 -4.371997e+01
27 4715     -1.446900e+02 -4.346002e+01
24 4716     -4.413000e+01 -7.462000e+01
27 4716     -9.698999e+01 -7.484998e+01
24 4717     4.073999e+01 -9.100000e+01
27 4717     -2.790009e+00 -9.270001e+01
32 4717     -2.000400e+02 -9.731000e+01
37 4717     -1.493200e+02 -9.520001e+01
40 4717     -3.757000e+02 -1.030900e+02
44 4717     -2.565900e+02 -9.845001e+01
24 4718     9.131000e+01 -9.494000e+01
25 4718     5.630005e+00 -9.766998e+01
31 4718     -4.229999e+01 -9.870001e+01
32 4718     -1.345800e+02 -1.014500e+02
37 4718     -8.664001e+01 -9.885999e+01
41 4718     -2.416200e+02 -1.053100e+02
24 4719     3.794400e+02 -1.630000e+02
27 4719     3.020000e+02 -1.717500e+02
24 4720     3.027400e+02 -1.838000e+02
27 4720     1.884400e+02 -1.967200e+02
24 4721     2.234100e+02 -2.152500e+02
27 4721     1.040700e+02 -2.305000e+02
24 4722     3.067500e+02 -2.219000e+02
27 4722     1.824400e+02 -2.395600e+02
24 4723     -1.328400e+02 2.703400e+02
26 4723     2.357000e+02 2.001400e+02
24 4724     -1.356200e+02 1.261100e+02
27 4724     -2.525000e+02 1.288600e+02
24 4725     2.478300e+02 1.215300e+02
27 4725     2.142100e+02 1.251000e+02
24 4726     2.788400e+02 1.104500e+02
27 4726     2.425600e+02 1.136900e+02
24 4727     -1.100200e+02 4.552002e+01
27 4727     -1.696000e+02 4.895001e+01
24 4728     -1.318300e+02 4.021002e+01
27 4728     -2.167300e+02 4.413000e+01
24 4729     -1.318300e+02 4.021002e+01
27 4729     -2.167300e+02 4.413000e+01
24 4730     1.093800e+02 2.313000e+01
25 4730     1.756000e+01 2.716998e+01
31 4730     -3.256000e+01 3.046002e+01
32 4730     -1.336700e+02 3.512000e+01
37 4730     -8.226999e+01 3.346997e+01
40 4730     -3.130400e+02 4.277002e+01
44 4730     -1.916600e+02 3.840997e+01
46 4730     -3.701300e+02 4.341998e+01
24 4731     -5.639999e+01 1.806000e+01
25 4731     -1.711700e+02 2.250000e+01
31 4731     -2.351700e+02 2.552002e+01
37 4731     -2.999800e+02 2.958002e+01
24 4732     1.646400e+02 -6.419983e+00
27 4732     1.254500e+02 -5.700012e+00
24 4733     -2.837800e+02 -1.758002e+01
27 4733     -3.481900e+02 -1.659998e+01
28 4733     7.338000e+01 -2.290997e+01
24 4734     5.234000e+01 -4.762000e+01
27 4734     9.890015e+00 -4.798999e+01
24 4735     -1.590700e+02 -7.381000e+01
27 4735     -2.470600e+02 -7.553998e+01
24 4736     -9.972000e+01 -7.495001e+01
27 4736     -1.567300e+02 -7.573999e+01
24 4737     -1.563400e+02 -7.717999e+01
27 4737     -2.440100e+02 -7.909998e+01
24 4738     3.714200e+02 -8.187000e+01
27 4738     3.368900e+02 -8.346997e+01
24 4739     -1.305600e+02 -8.552002e+01
27 4739     -2.150000e+02 -8.916998e+01
24 4740     1.878000e+01 -9.265002e+01
27 4740     -2.628000e+01 -9.408002e+01
31 4740     -1.268300e+02 -9.671997e+01
32 4740     -2.302300e+02 -1.002100e+02
37 4740     -1.767400e+02 -9.746002e+01
41 4740     -3.503300e+02 -1.041000e+02
44 4740     -2.884200e+02 -1.017600e+02
24 4741     -3.142001e+01 -1.850000e+02
25 4741     -2.196700e+02 -2.013100e+02
24 4742     -1.546500e+02 4.116998e+01
25 4742     -3.445300e+02 5.145001e+01
27 4742     -2.430300e+02 4.660999e+01
24 4743     1.782300e+02 1.512000e+01
27 4743     1.385500e+02 1.608002e+01
32 4743     -4.006000e+01 2.465997e+01
41 4743     -1.448600e+02 2.890997e+01
44 4743     -9.132001e+01 2.795001e+01
24 4744     9.772000e+01 -1.332800e+02
27 4744     5.899994e+00 -1.381300e+02
24 4745     3.167100e+02 -2.377800e+02
27 4745     1.916300e+02 -2.577500e+02
24 4746     2.214300e+02 -2.689000e+02
27 4746     1.017200e+02 -2.930100e+02
24 4747     1.425200e+02 -3.019700e+02
28 4747     3.337500e+02 -2.616200e+02
24 4748     -1.312000e+02 4.072998e+01
25 4748     -3.127300e+02 5.025000e+01
24 4749     3.432700e+02 3.039978e+00
25 4749     2.763600e+02 6.020020e+00
31 4749     2.410200e+02 7.710022e+00
24 4750     -2.654200e+02 -4.338000e+01
27 4750     -3.294400e+02 -4.240997e+01
24 4751     -1.341200e+02 -8.242999e+01
27 4751     -2.190100e+02 -8.410999e+01
24 4752     -5.347000e+01 -1.903300e+02
25 4752     -2.473500e+02 -2.076800e+02
27 4752     -1.433700e+02 -1.983300e+02
24 4753     3.243600e+02 4.349000e+02
27 4753     2.791900e+02 4.495300e+02
24 4754     3.068300e+02 4.272800e+02
27 4754     2.626600e+02 4.429700e+02
24 4755     -2.532100e+02 -3.845001e+01
27 4755     -3.167700e+02 -3.756000e+01
24 4756     6.200000e+01 -5.817999e+01
25 4756     -2.632999e+01 -5.862000e+01
24 4757     -1.932001e+01 -8.621002e+01
27 4757     -7.004999e+01 -8.727002e+01
24 4758     -4.519000e+01 -1.970100e+02
25 4758     -2.382800e+02 -2.151900e+02
27 4758     -1.348600e+02 -2.054800e+02
31 4758     -3.528300e+02 -2.257300e+02
24 4759     -2.609800e+02 -4.888000e+01
27 4759     -3.242800e+02 -4.866998e+01
24 4760     1.920300e+02 -6.120001e+01
25 4760     1.179400e+02 -6.181000e+01
27 4760     1.579700e+02 -6.187000e+01
32 4760     1.779999e+00 -6.216998e+01
37 4760     4.148999e+01 -6.090997e+01
44 4760     -4.145001e+01 -6.202002e+01
24 4761     -1.189999e+01 -9.297998e+01
27 4761     -6.139999e+01 -9.479999e+01
24 4762     2.137000e+01 -9.510999e+01
25 4762     -7.269000e+01 -9.801001e+01
27 4762     -2.364999e+01 -9.663000e+01
31 4762     -1.238000e+02 -9.897998e+01
24 4763     -3.473001e+01 -1.040700e+02
27 4763     -8.507999e+01 -1.059600e+02
24 4764     3.124200e+02 -2.271000e+02
27 4764     1.872400e+02 -2.447900e+02
24 4765     3.041400e+02 4.405800e+02
27 4765     2.608500e+02 4.564000e+02
24 4766     3.041400e+02 4.405800e+02
27 4766     2.608500e+02 4.564000e+02
24 4767     3.487900e+02 -7.720001e+01
27 4767     3.169600e+02 -8.013000e+01
24 4768     -1.532300e+02 -8.425000e+01
27 4768     -2.407500e+02 -8.688000e+01
24 4769     -2.715500e+02 -3.514001e+01
27 4769     -3.357700e+02 -3.492999e+01
24 4770     2.884200e+02 4.443100e+02
27 4770     2.477800e+02 4.586600e+02
24 4771     -7.792001e+01 1.054000e+02
27 4771     -1.321100e+02 1.110600e+02
29 4771     2.795600e+02 7.434003e+01
24 4772     -7.792001e+01 1.054000e+02
27 4772     -1.321100e+02 1.110600e+02
24 4773     -8.260001e+01 4.951001e+01
25 4773     -2.002500e+02 5.700000e+01
27 4773     -1.381200e+02 5.309998e+01
31 4773     -2.661400e+02 6.172998e+01
37 4773     -3.331500e+02 6.692999e+01
24 4774     2.217500e+02 -1.497998e+01
25 4774     1.551100e+02 -1.340997e+01
27 4774     1.885400e+02 -1.478998e+01
24 4775     -2.720100e+02 -3.520001e+01
27 4775     -3.357700e+02 -3.492999e+01
24 4776     -9.064001e+01 -5.488000e+01
25 4776     -2.114200e+02 -5.501001e+01
27 4776     -1.475300e+02 -5.403998e+01
31 4776     -2.779800e+02 -5.354999e+01
37 4776     -3.458200e+02 -5.277002e+01
24 4777     -7.767999e+01 -6.910999e+01
25 4777     -2.000700e+02 -7.169000e+01
27 4777     -1.355200e+02 -7.034003e+01
31 4777     -2.682200e+02 -7.269000e+01
37 4777     -3.372800e+02 -7.495001e+01
24 4778     -1.213700e+02 5.046002e+01
25 4778     -2.954300e+02 6.059003e+01
27 4778     -2.048900e+02 5.442999e+01
24 4779     -5.478000e+01 8.272998e+01
27 4779     -1.054200e+02 9.000000e+01
24 4780     2.324800e+02 5.559998e+00
25 4780     1.548900e+02 8.150024e+00
27 4780     1.954900e+02 6.130005e+00
24 4781     -2.898999e+01 -8.140002e+01
27 4781     -7.979001e+01 -8.051001e+01
24 4782     2.820700e+02 -2.033800e+02
27 4782     1.713200e+02 -2.186200e+02
24 4783     2.483400e+02 1.090700e+02
27 4783     2.131400e+02 1.110300e+02
24 4784     2.609800e+02 4.104000e+02
25 4784     1.635900e+02 4.432900e+02
24 4785     2.685400e+02 -1.863000e+01
25 4785     1.947800e+02 -1.709003e+01
27 4785     2.324000e+02 -2.006000e+01
25 4786     1.320600e+02 5.225400e+02
27 4786     1.815300e+02 5.065100e+02
25 4787     1.609400e+02 1.153400e+02
27 4787     1.979800e+02 1.108300e+02
31 4787     1.236900e+02 1.199500e+02
25 4788     -2.337200e+02 9.204999e+01
27 4788     -1.690400e+02 8.695999e+01
25 4789     -2.438900e+02 8.975000e+01
27 4789     -1.779200e+02 8.497998e+01
37 4789     -3.835800e+02 1.022100e+02
25 4790     -3.558500e+02 8.903000e+01
27 4790     -2.811700e+02 8.404999e+01
25 4791     -2.796300e+02 8.845001e+01
27 4791     -2.114100e+02 8.408002e+01
25 4792     -2.757800e+02 8.670001e+01
27 4792     -2.075800e+02 8.221002e+01
31 4792     -3.480000e+02 9.254999e+01
25 4793     -2.656500e+02 8.659000e+01
27 4793     -1.982700e+02 8.173999e+01
25 4794     -3.806600e+02 6.667999e+01
27 4794     -3.029900e+02 6.247998e+01
25 4795     -3.775100e+02 6.410999e+01
27 4795     -3.007000e+02 6.016998e+01
25 4796     3.873999e+01 5.471997e+01
27 4796     8.560999e+01 5.134998e+01
31 4796     -9.869995e+00 5.812000e+01
37 4796     -5.814001e+01 6.245001e+01
40 4796     -2.809200e+02 7.557001e+01
41 4796     -2.216500e+02 7.184998e+01
46 4796     -3.360200e+02 7.721997e+01
48 4796     -3.908900e+02 7.983002e+01
25 4797     2.075000e+01 4.178998e+01
27 4797     6.892999e+01 3.913000e+01
31 4797     -2.845999e+01 4.537000e+01
32 4797     -1.288600e+02 5.154999e+01
37 4797     -7.779001e+01 4.960999e+01
40 4797     -3.067400e+02 6.107001e+01
41 4797     -2.464000e+02 5.740002e+01
44 4797     -1.866100e+02 5.535999e+01
46 4797     -3.634400e+02 6.198999e+01
25 4798     -2.534400e+02 -2.997998e+01
27 4798     -1.877500e+02 -3.053998e+01
37 4798     -3.928500e+02 -2.753998e+01
25 4799     1.294200e+02 -5.145001e+01
27 4799     1.675400e+02 -5.154999e+01
31 4799     9.032001e+01 -5.142999e+01
32 4799     1.301999e+01 -5.133002e+01
37 4799     5.216000e+01 -5.042999e+01
40 4799     -1.190300e+02 -5.235999e+01
44 4799     -2.992999e+01 -5.065997e+01
25 4800     -4.470999e+01 -5.288000e+01
27 4800     2.920013e+00 -5.032001e+01
25 4801     -2.413900e+02 -6.639001e+01
27 4801     -1.764700e+02 -6.501001e+01
25 4802     -2.625400e+02 -6.688000e+01
27 4802     -1.963800e+02 -6.591998e+01
37 4802     -4.030200e+02 -6.709998e+01
25 4803     3.233800e+02 -8.795001e+01
27 4803     3.538600e+02 -8.797998e+01
25 4804     -2.144000e+01 -8.995001e+01
27 4804     2.475000e+01 -8.898999e+01
31 4804     -6.922000e+01 -9.100000e+01
32 4804     -1.653900e+02 -9.334003e+01
40 4804     -3.338500e+02 -9.801001e+01
25 4805     1.721800e+02 4.500900e+02
27 4805     2.229400e+02 4.344300e+02
31 4805     1.186900e+02 4.659200e+02
25 4806     -2.763000e+02 1.321500e+02
27 4806     -2.081100e+02 1.258800e+02
31 4806     -3.477900e+02 1.395400e+02
25 4807     -2.710200e+02 1.022700e+02
27 4807     -2.033600e+02 9.723001e+01
31 4807     -3.427200e+02 1.079600e+02
25 4808     -3.952800e+02 7.002002e+01
27 4808     -3.170000e+02 6.547998e+01
25 4809     2.801500e+02 4.447998e+01
27 4809     3.142200e+02 4.187000e+01
25 4810     1.552100e+02 3.266998e+01
27 4810     1.953100e+02 2.988000e+01
25 4811     -1.967700e+02 2.234998e+01
27 4811     -1.339500e+02 1.977002e+01
31 4811     -2.623200e+02 2.512000e+01
25 4812     -3.859600e+02 9.940002e+00
27 4812     -3.103700e+02 9.260010e+00
25 4813     -2.170100e+02 -3.239990e+00
27 4813     -1.533000e+02 -4.440002e+00
25 4814     1.097300e+02 -2.952002e+01
27 4814     1.486200e+02 -3.051001e+01
31 4814     6.992999e+01 -2.890002e+01
44 4814     -5.362000e+01 -2.659003e+01
46 4814     -1.902100e+02 -2.758002e+01
48 4814     -2.331600e+02 -2.762000e+01
25 4815     8.542999e+01 -7.214001e+01
27 4815     1.293900e+02 -7.070001e+01
25 4816     -3.115700e+02 -8.338000e+01
27 4816     -2.147100e+02 -8.091998e+01
25 4817     -1.895300e+02 -1.207800e+02
27 4817     -1.273700e+02 -1.180200e+02
31 4817     -2.548800e+02 -1.231300e+02
25 4818     -2.261800e+02 -2.093800e+02
27 4818     -1.235500e+02 -1.999900e+02
31 4818     -3.386400e+02 -2.196900e+02
25 4819     -1.700600e+02 -2.369800e+02
27 4819     -5.559000e+01 -2.244600e+02
25 4820     -2.646000e+02 6.915002e+01
27 4820     -1.972500e+02 6.472998e+01
31 4820     -3.366900e+02 7.382001e+01
25 4821     -2.039500e+02 6.771997e+01
27 4821     -1.411400e+02 6.348999e+01
31 4821     -2.701500e+02 7.247998e+01
25 4822     -2.532800e+02 -4.251001e+01
26 4822     1.448300e+02 -4.265997e+01
25 4823     -3.150900e+02 -8.090997e+01
27 4823     -2.179500e+02 -7.838000e+01
25 4824     -3.682100e+02 9.185999e+01
27 4824     -2.931100e+02 8.613000e+01
25 4825     -3.441100e+02 7.069000e+01
27 4825     -2.415500e+02 6.340997e+01
25 4826     -2.156800e+02 1.459003e+01
27 4826     -1.520600e+02 1.267999e+01
37 4826     -3.508500e+02 2.023999e+01
25 4827     2.833600e+02 -2.364001e+01
27 4827     3.176700e+02 -2.457001e+01
31 4827     2.478800e+02 -2.232001e+01
25 4828     1.035001e+01 -6.898999e+01
27 4828     5.545999e+01 -6.875000e+01
31 4828     -3.557999e+01 -6.919000e+01
25 4829     -2.398500e+02 -6.978998e+01
27 4829     -1.751400e+02 -6.860999e+01
37 4829     -3.765100e+02 -6.985999e+01
25 4830     -2.279200e+02 -2.057000e+02
27 4830     -1.263400e+02 -1.969300e+02
31 4830     -3.403300e+02 -2.154500e+02
25 4831     -2.653300e+02 -2.102700e+02
27 4831     -1.594400e+02 -2.005900e+02
25 4832     -2.653300e+02 -2.102700e+02
27 4832     -1.594400e+02 -2.005900e+02
25 4833     4.016000e+01 -2.259200e+02
27 4833     1.890300e+02 -2.088600e+02
25 4834     2.250600e+02 3.804500e+02
27 4834     2.773300e+02 3.657800e+02
25 4835     1.817100e+02 3.677002e+01
27 4835     2.204500e+02 3.381000e+01
25 4836     3.401900e+02 -2.617999e+01
27 4836     3.689900e+02 -2.728998e+01
25 4837     1.046300e+02 -4.348999e+01
27 4837     1.444100e+02 -4.401001e+01
25 4838     1.046300e+02 -4.348999e+01
27 4838     1.444100e+02 -4.401001e+01
25 4839     1.136500e+02 -4.609998e+01
27 4839     1.519400e+02 -4.696997e+01
25 4840     1.759000e+01 -6.552002e+01
27 4840     6.170001e+01 -6.492999e+01
31 4840     -2.804001e+01 -6.596002e+01
25 4841     -1.962500e+02 -8.565997e+01
27 4841     -1.319300e+02 -8.407001e+01
31 4841     -2.643000e+02 -8.732001e+01
37 4841     -3.334700e+02 -8.819000e+01
25 4842     -1.700700e+02 -1.173800e+02
27 4842     -1.098800e+02 -1.148700e+02
31 4842     -2.334500e+02 -1.199500e+02
25 4843     -2.473500e+02 -2.076800e+02
27 4843     -1.433700e+02 -1.983300e+02
25 4844     -2.348300e+02 -2.382800e+02
27 4844     -1.205700e+02 -2.264100e+02
25 4845     1.979100e+02 4.611200e+02
27 4845     2.490900e+02 4.466400e+02
25 4846     -1.320600e+02 -2.878200e+02
27 4846     -2.070007e+00 -2.698700e+02
25 4847     1.469200e+02 4.894000e+02
27 4847     1.957000e+02 4.735900e+02
25 4848     1.469200e+02 4.894000e+02
27 4848     1.957000e+02 4.735900e+02
25 4849     -2.312700e+02 -7.747998e+01
27 4849     -1.666500e+02 -7.638000e+01
31 4849     -2.996600e+02 -7.858002e+01
37 4849     -3.668900e+02 -7.819000e+01
25 4850     -1.145700e+02 -8.497998e+01
27 4850     -6.104001e+01 -8.367999e+01
31 4850     -1.696600e+02 -8.589001e+01
32 4850     -2.813900e+02 -8.709003e+01
37 4850     -2.239800e+02 -8.529999e+01
44 4850     -3.453200e+02 -8.853998e+01
25 4851     -1.540000e+02 -1.206500e+02
27 4851     -9.567999e+01 -1.182300e+02
25 4852     2.057200e+02 4.598800e+02
27 4852     2.574400e+02 4.458700e+02
25 4853     -2.958600e+02 1.283500e+02
27 4853     -2.095800e+02 1.238400e+02
25 4854     -1.517900e+02 -9.714001e+01
27 4854     -9.348001e+01 -9.556000e+01
31 4854     -2.129400e+02 -9.897998e+01
32 4854     -3.393100e+02 -1.015000e+02
37 4854     -2.743100e+02 -9.942999e+01
25 4855     1.375900e+02 5.404300e+02
27 4855     1.889900e+02 5.232600e+02
25 4856     1.620900e+02 4.858900e+02
27 4856     2.106000e+02 4.686200e+02
25 4857     1.785000e+02 8.378998e+01
27 4857     2.169700e+02 8.231000e+01
25 4858     -1.269600e+02 6.679993e+00
27 4858     -6.914001e+01 4.820007e+00
25 4859     -3.301300e+02 -8.984003e+01
27 4859     -2.303900e+02 -8.701001e+01
25 4860     -1.635800e+02 -2.501000e+02
27 4860     -4.734000e+01 -2.350400e+02
25 4861     -1.370300e+02 -2.817999e+01
27 4861     -8.132001e+01 -3.012000e+01
25 4862     -2.346300e+02 -5.184998e+01
27 4862     -1.704900e+02 -5.425000e+01
31 4862     -3.022600e+02 -4.984003e+01
25 4863     2.758000e+02 -5.053003e+01
27 4863     3.102800e+02 -5.106000e+01
31 4863     2.410400e+02 -4.970001e+01
26 4864     4.642999e+01 2.568300e+02
28 4864     1.340200e+02 2.399200e+02
26 4865     1.450600e+02 8.835999e+01
28 4865     1.965700e+02 8.381000e+01
29 4865     2.477700e+02 7.963000e+01
26 4866     1.836500e+02 4.890002e+01
28 4866     2.322800e+02 4.600000e+01
26 4867     3.057600e+02 -1.392999e+01
28 4867     3.457800e+02 -1.533002e+01
26 4868     1.281700e+02 -3.451001e+01
28 4868     1.801200e+02 -3.514001e+01
26 4869     4.185999e+01 -4.407001e+01
28 4869     9.554001e+01 -4.450000e+01
26 4870     1.922100e+02 -5.750000e+01
28 4870     2.408600e+02 -5.701001e+01
26 4871     1.412800e+02 -6.153003e+01
28 4871     1.920100e+02 -6.175000e+01
26 4872     1.176900e+02 -7.400000e+01
28 4872     1.696300e+02 -7.359998e+01
26 4873     -4.048999e+01 -8.056000e+01
28 4873     1.907001e+01 -7.954999e+01
26 4874     8.629001e+01 -1.269400e+02
28 4874     1.637800e+02 -1.228600e+02
26 4875     8.564001e+01 -1.413700e+02
28 4875     1.629600e+02 -1.375400e+02
26 4876     8.564001e+01 -1.413700e+02
28 4876     1.629600e+02 -1.375400e+02
26 4877     8.203000e+01 -1.525200e+02
28 4877     1.585400e+02 -1.476900e+02
26 4878     -3.967300e+02 7.787000e+01
28 4878     -3.024400e+02 7.170001e+01
29 4878     -2.126400e+02 6.471997e+01
42 4878     -5.535001e+01 5.709998e+01
26 4879     -3.967300e+02 7.787000e+01
28 4879     -3.024400e+02 7.170001e+01
29 4879     -2.126400e+02 6.471997e+01
36 4879     -1.300300e+02 5.806000e+01
26 4880     -9.745001e+01 7.731000e+01
28 4880     -2.916000e+01 7.209998e+01
26 4881     1.422800e+02 4.414001e+01
28 4881     1.930000e+02 4.109998e+01
36 4881     2.958700e+02 3.391998e+01
26 4882     1.734900e+02 2.603003e+01
28 4882     2.224600e+02 2.342999e+01
26 4883     -2.435800e+02 4.900024e+00
28 4883     -1.642700e+02 2.059998e+00
29 4883     -8.704001e+01 -6.300049e-01
36 4883     -1.647000e+01 -4.200012e+00
42 4883     4.960999e+01 -2.210022e+00
26 4884     1.659000e+02 -9.121002e+01
27 4884     -1.592200e+02 -1.030000e+02
26 4885     -2.962500e+02 -1.496400e+02
28 4885     -1.778800e+02 -1.433000e+02
26 4886     1.686000e+02 -1.719200e+02
28 4886     2.480000e+02 -1.659200e+02
26 4887     -2.718500e+02 -2.006300e+02
28 4887     -1.464300e+02 -1.903000e+02
26 4888     -2.486400e+02 1.249000e+02
28 4888     -1.681600e+02 1.173800e+02
26 4889     8.923001e+01 6.254999e+01
28 4889     1.442400e+02 5.864001e+01
26 4890     7.392001e+01 -1.802800e+02
28 4890     1.614800e+02 -1.731400e+02
26 4891     -2.051200e+02 5.157001e+01
28 4891     -1.003200e+02 4.515997e+01
26 4892     -2.465200e+02 -9.202002e+01
28 4892     -1.670700e+02 -8.979999e+01
36 4892     -1.789999e+01 -8.848999e+01
42 4892     4.778000e+01 -8.379999e+01
26 4893     -1.415200e+02 -3.180000e+02
28 4893     3.323001e+01 -2.911700e+02
26 4894     -3.779300e+02 1.351000e+02
28 4894     -2.860200e+02 1.259400e+02
29 4894     -1.969800e+02 1.168000e+02
36 4894     -1.160300e+02 1.077200e+02
42 4894     -4.160999e+01 1.049800e+02
26 4895     -3.606100e+02 1.339100e+02
28 4895     -2.712000e+02 1.247400e+02
29 4895     -1.836500e+02 1.150100e+02
36 4895     -1.031500e+02 1.061600e+02
26 4896     -2.424500e+02 -9.672998e+01
28 4896     -1.624900e+02 -9.469000e+01
29 4896     -8.567001e+01 -9.340002e+01
26 4897     -2.424500e+02 -9.672998e+01
28 4897     -1.624900e+02 -9.469000e+01
29 4897     -8.567001e+01 -9.340002e+01
